Neighborhood,Id,FinishedBasement,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Basement,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,BathTotal,KitchenAbvGr,TotRmsAbvGrd,GarageCars,WoodDeckSF,OpenPorchSF,LOG(Porch),EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice,Zeros,YearBuilt2,YearsFromNow,LOG(YFN),OverallQual,OverallCond,ExterQual_NUM,ExterCond_NUM,KitchenQual_NUM,QUALITY,logqual,tot_porch
NAmes,947,1,748,294,102,1,1144,1144,0,1144,1,0,1,0,3,1,1,6,1,86,0,0.01,0,0,0,0,143000,8,1959,61,1.785329835,5,6,3,4,3,21,1.681241237,0
NAmes,951,1,398,149,317,1,864,864,0,864,1,0,1,0,3,1,1,5,2,194,0,0.01,0,0,0,0,129000,8,1950,70,1.84509804,5,8,3,3,4,23,1.755874856,0
NAmes,968,1,902,0,196,1,1098,1098,0,1098,1,0,1,0,3,1,1,6,1,0,0,0.01,0,0,0,0,135000,10,1955,65,1.812913357,5,7,3,3,3,21,1.698970004,0
NAmes,970,1,513,0,75,1,588,1095,0,1095,1,0,1,0,2,1,1,6,1,0,0,0.01,0,0,0,0,140000,10,1958,62,1.792391689,6,5,3,2,3,19,1.62324929,0
NAmes,971,0,0,0,720,1,720,720,472,1192,0,0,1,1,4,1.5,1,6,0,0,0,0.01,0,0,0,0,135000,12,1949,71,1.851258349,4,4,3,3,3,17,1.491361694,0
NAmes,981,1,867,0,77,1,944,999,0,999,1,0,1,0,3,1,1,6,2,144,76,1.880813592,0,0,0,0,178400,8,1961,59,1.770852012,7,9,5,3,5,29,1.944482672,0
NAmes,993,1,536,117,169,1,822,1020,831,1851,0,0,2,1,3,2.5,1,7,2,239,42,1.62324929,0,0,0,0,187000,6,1964,56,1.748188027,6,8,3,3,4,24,1.812913357,0
NAmes,997,1,915,0,135,1,1050,1050,0,1050,1,0,1,0,3,1,1,6,1,0,319,2.503790683,0,0,0,0,136500,9,1961,59,1.770852012,5,6,3,3,3,20,1.653212514,0
NAmes,1007,1,1237,0,420,1,1657,1657,0,1657,0,1,2,0,3,2,1,7,2,0,0,0.01,0,0,147,0,163500,9,1970,50,1.698970004,6,3,3,3,3,18,1.51851394,147
NAmes,1015,1,336,0,746,1,1082,1082,0,1082,0,0,1,0,2,1,1,5,1,0,130,2.113943352,0,0,0,0,119200,10,1948,72,1.857332496,6,5,3,3,3,20,1.653212514,0
NAmes,1027,1,697,0,571,1,1268,1264,0,1264,1,0,1,0,3,1,1,6,2,0,0,0.01,0,0,143,0,167500,9,1960,60,1.77815125,5,5,3,3,3,19,1.602059991,143
NAmes,1029,1,368,41,359,1,768,968,408,1376,1,0,1,0,3,1,1,6,1,0,0,0.01,0,0,0,0,105000,8,1941,79,1.897627091,5,5,3,3,3,19,1.602059991,0
NAmes,1053,1,442,0,374,1,816,1127,850,1977,0,1,1,1,4,1.5,1,9,2,0,52,1.716003344,0,0,0,0,165000,7,1964,56,1.748188027,6,6,3,3,3,21,1.707570176,0
NAmes,1065,1,740,230,184,1,1154,1154,0,1154,0,0,1,1,3,1.5,1,6,2,0,58,1.763427994,0,0,0,0,154000,8,1966,54,1.73239376,5,6,3,3,3,20,1.653212514,0
NAmes,1068,1,674,106,0,1,780,798,813,1611,1,0,1,1,4,1.5,1,7,2,328,128,2.10720997,0,0,189,0,167900,5,1964,56,1.748188027,6,6,3,3,3,21,1.707570176,189
NAmes,1070,1,220,0,625,1,845,893,0,893,0,1,1,0,2,1,1,4,2,0,0,0.01,0,0,0,0,135000,10,1949,71,1.851258349,5,7,3,3,4,22,1.716003344,0
NAmes,1071,1,586,0,462,1,1048,1048,0,1048,1,0,1,0,3,1,1,6,1,0,20,1.301029996,0,0,192,0,135000,8,1956,64,1.806179974,5,5,3,3,3,19,1.602059991,192
NAmes,1078,1,75,791,230,1,1096,1096,0,1096,1,0,1,0,3,1,1,6,1,240,32,1.505149978,0,0,0,0,138800,7,1969,51,1.707570176,5,5,3,3,3,19,1.602059991,0
NAmes,1084,1,553,0,698,1,1251,1251,0,1251,1,0,1,0,3,1,1,6,1,0,116,2.064457989,0,0,0,0,160000,9,1964,56,1.748188027,6,6,3,3,3,21,1.707570176,0
NAmes,1091,0,0,0,0,0,0,1040,0,1040,0,0,2,0,2,2,2,6,2,0,0,0.01,0,0,0,0,92900,16,1950,70,1.84509804,3,4,3,3,3,16,1.431363764,0
NAmes,1094,1,661,0,203,1,864,1200,0,1200,1,0,1,1,1,1.5,1,6,2,0,64,1.806179974,0,0,0,0,146000,8,1965,55,1.740362689,5,8,3,3,4,23,1.755874856,0
NAmes,1095,1,248,240,448,1,936,936,0,936,1,0,1,0,2,1,1,4,1,0,0,0.01,80,0,160,0,129000,7,1956,64,1.806179974,5,7,3,3,3,21,1.698970004,240
NAmes,1102,1,412,287,251,1,950,950,0,950,0,0,1,0,3,1,1,5,1,0,0,0.01,0,0,0,0,119500,10,1971,49,1.69019608,5,5,3,3,3,19,1.602059991,0
NAmes,1103,1,588,0,422,1,1010,1134,0,1134,0,0,1,0,2,1,1,6,1,0,16,1.204119983,0,0,0,0,135000,10,1960,60,1.77815125,5,7,3,3,3,21,1.698970004,0
NAmes,1104,1,655,0,0,1,655,1194,0,1194,0,1,1,0,3,1,1,6,2,0,0,0.01,192,0,0,0,159500,10,1959,61,1.785329835,6,6,3,3,3,21,1.707570176,192
NAmes,1113,1,708,0,108,1,816,816,0,816,1,0,1,0,2,1,1,5,1,0,0,0.01,0,0,0,0,129900,10,1957,63,1.799340549,5,7,3,3,3,21,1.698970004,0
NAmes,1114,1,643,0,365,1,1008,1008,0,1008,1,0,1,0,2,1,1,6,1,0,18,1.255272505,0,0,0,0,134500,9,1953,67,1.826074803,5,7,3,3,4,22,1.716003344,0
NAmes,1120,1,369,0,671,1,1040,1040,0,1040,0,0,1,0,3,1,1,6,1,140,0,0.01,252,0,0,0,133700,9,1959,61,1.785329835,5,5,3,3,3,19,1.602059991,252
NAmes,1126,0,0,0,1005,1,1005,1005,0,1005,0,0,1,0,2,1,1,5,2,0,0,0.01,0,0,0,0,115000,13,1955,65,1.812913357,4,5,3,3,2,17,1.51851394,0
NAmes,1137,1,280,0,752,1,1032,1032,220,1252,0,0,1,0,3,1,1,6,1,0,0,0.01,96,0,0,0,119000,9,1950,70,1.84509804,6,5,3,3,3,20,1.653212514,96
NAmes,1141,1,852,0,100,1,952,952,0,952,1,0,1,0,2,1,1,4,2,0,0,0.01,0,0,0,0,139000,10,1951,69,1.838849091,5,7,3,3,3,21,1.698970004,0
NAmes,1151,0,0,0,932,1,932,932,0,932,0,0,1,0,2,1,1,4,1,0,0,0.01,214,0,0,0,124000,12,1950,70,1.84509804,6,5,3,3,4,21,1.672097858,214
NAmes,1155,1,454,0,410,1,864,902,918,1820,0,0,1,2,4,2,1,8,2,60,84,1.924279286,0,0,273,0,201800,6,1965,55,1.740362689,7,6,3,3,4,23,1.770852012,273
NAmes,1157,1,633,0,586,1,1219,1265,0,1265,0,1,2,0,3,2,1,6,2,0,92,1.963787827,0,96,0,0,179900,8,1965,55,1.740362689,5,8,3,4,4,24,1.77815125,96
NAmes,1172,1,662,0,599,1,1261,1261,0,1261,1,0,1,0,3,1,1,6,2,0,0,0.01,0,0,288,0,163000,9,1958,62,1.792391689,6,6,3,3,3,21,1.707570176,288
NAmes,1201,0,0,0,864,1,864,864,0,864,0,0,1,0,3,1,1,5,1,0,0,0.01,0,0,0,0,116050,13,1970,50,1.698970004,4,5,3,3,3,18,1.544068044,0
NAmes,1209,1,504,108,319,1,931,1283,0,1283,1,0,1,0,3,1,1,6,2,0,0,0.01,0,0,0,0,140000,9,1962,58,1.763427994,5,7,3,4,3,22,1.72427587,0
NAmes,1215,1,784,0,141,1,925,999,0,999,1,0,1,0,3,1,1,6,1,150,72,1.857332496,0,0,0,0,134500,8,1962,58,1.763427994,5,5,3,3,3,19,1.602059991,0
NAmes,1221,1,312,600,0,1,912,912,0,912,0,0,1,0,2,1,1,5,1,0,0,0.01,0,0,0,0,115000,11,1964,56,1.748188027,5,5,3,3,3,19,1.602059991,0
NAmes,1223,1,196,0,844,1,1040,1168,678,1846,0,0,2,0,3,2,1,7,1,0,0,0.01,0,0,0,0,143000,10,1949,71,1.851258349,6,6,3,3,3,21,1.707570176,0
NAmes,1224,1,756,0,1380,1,2136,2136,0,2136,0,0,2,0,4,2,1,7,2,0,30,1.477121255,0,0,0,0,137900,10,1951,69,1.838849091,5,3,3,3,3,17,1.477121255,0
NAmes,1226,1,507,0,81,1,588,1138,0,1138,0,1,1,0,3,1,1,6,1,224,0,0.01,0,0,0,0,145000,9,1958,62,1.792391689,6,8,3,4,3,24,1.819543936,0
NAmes,1228,1,595,0,317,1,912,912,0,912,1,0,1,0,2,1,1,5,2,0,240,2.380211242,0,0,0,0,147000,9,1965,55,1.740362689,5,8,3,3,4,23,1.755874856,0
NAmes,1230,1,666,0,409,1,1075,1507,0,1507,0,0,2,0,4,2,1,7,1,0,0,0.01,0,0,0,0,127000,11,1960,60,1.77815125,5,5,3,3,3,19,1.602059991,0
NAmes,1232,1,803,0,303,1,1106,1190,0,1190,1,0,1,0,3,1,1,6,2,0,18,1.255272505,0,0,0,0,132500,9,1962,58,1.763427994,5,6,3,3,3,20,1.653212514,0
NAmes,1233,0,0,0,0,0,0,1224,0,1224,0,0,2,0,2,2,2,6,2,0,0,0.01,0,0,0,0,101800,16,1962,58,1.763427994,4,5,3,3,3,18,1.544068044,0
NAmes,1234,1,1000,0,188,1,1188,1188,0,1188,1,0,1,0,3,1,1,6,2,0,0,0.01,0,0,0,0,142000,10,1959,61,1.785329835,5,5,3,3,3,19,1.602059991,0
NAmes,1250,1,534,96,246,1,876,988,0,988,0,0,1,0,3,1,1,6,1,0,80,1.903089987,0,0,0,0,119000,9,1950,70,1.84509804,5,7,3,3,3,21,1.698970004,0
NAmes,1251,1,1065,0,1045,1,2110,2110,0,2110,1,0,2,1,3,2.5,1,8,2,0,0,0.01,0,0,0,0,244000,9,1968,52,1.716003344,7,5,4,3,5,24,1.755874856,0
NAmes,1260,1,602,438,14,1,1054,1054,0,1054,1,0,1,1,3,1.5,1,6,2,180,0,0.01,0,0,80,0,151000,6,1969,51,1.707570176,6,8,3,3,3,23,1.799340549,80
NAmes,1262,1,504,0,546,1,1050,1050,0,1050,0,0,1,0,2,1,1,5,1,0,0,0.01,0,0,0,0,128900,11,1956,64,1.806179974,5,6,3,3,3,20,1.653212514,0
NAmes,1265,1,266,0,1139,1,1405,1337,0,1337,1,0,2,0,2,2,1,5,2,144,68,1.832508913,0,0,0,0,181000,8,1998,22,1.342422681,6,5,4,3,4,22,1.698970004,0
NAmes,1270,1,460,0,414,1,874,874,650,1524,0,0,1,1,3,1.5,1,7,1,0,0,0.01,0,0,0,0,144000,9,1958,62,1.792391689,5,5,3,3,3,19,1.602059991,0
NAmes,1276,1,220,0,708,1,928,928,992,1920,0,0,2,0,4,2,2,10,2,0,0,0.01,0,0,0,0,137000,10,1948,72,1.857332496,5,5,3,3,3,19,1.602059991,0
NAmes,1291,1,1014,0,138,1,1152,1152,0,1152,1,0,1,0,3,1,1,6,2,227,0,0.01,0,0,0,0,180500,9,1964,56,1.748188027,5,7,3,3,3,21,1.698970004,0
NAmes,1296,1,1016,0,36,1,1052,1052,0,1052,1,0,1,1,3,1.5,1,5,1,356,0,0.01,0,0,0,0,138500,8,1968,52,1.716003344,5,5,3,3,3,19,1.602059991,0
NAmes,1297,1,776,0,344,1,1120,1128,0,1128,1,0,2,0,3,2,1,6,2,192,20,1.301029996,123,0,0,0,155000,7,1963,57,1.755874856,5,6,3,4,3,21,1.681241237,123
NAmes,1300,1,340,906,0,1,1246,1246,0,1246,1,0,1,1,3,1.5,1,6,1,218,0,0.01,0,0,0,0,154000,8,1959,61,1.785329835,5,7,3,3,4,22,1.716003344,0
NAmes,1316,1,500,276,176,1,952,1092,1020,2112,0,0,2,1,4,2.5,1,9,2,280,0,0.01,0,0,0,0,206900,7,1969,51,1.707570176,6,5,3,3,3,20,1.653212514,0
NAmes,1321,1,189,661,628,1,1478,1478,0,1478,1,0,1,1,3,1.5,1,6,2,114,0,0.01,0,0,216,0,156500,6,1957,63,1.799340549,6,3,3,3,3,18,1.51851394,216
NAmes,1341,0,0,0,858,1,858,872,0,872,0,0,1,0,3,1,1,5,4,0,0,0.01,0,0,0,0,123000,13,1971,49,1.69019608,4,5,3,3,3,18,1.544068044,0
NAmes,1351,1,500,0,748,1,1248,1338,1296,2634,1,1,2,2,6,3,2,12,4,0,0,0.01,0,0,0,0,200000,7,1969,51,1.707570176,5,5,3,3,3,19,1.602059991,0
NAmes,1352,1,319,0,539,1,858,858,858,1716,0,0,1,1,4,1.5,1,8,2,0,84,1.924279286,0,0,120,0,171000,7,1962,58,1.763427994,6,6,3,3,3,21,1.707570176,120
NAmes,1357,1,340,0,524,1,864,892,0,892,0,0,1,0,3,1,1,5,1,0,0,0.01,0,0,0,0,110000,11,1966,54,1.73239376,5,5,3,3,3,19,1.602059991,0
NAmes,1358,1,734,0,344,1,1078,1078,0,1078,1,0,1,1,3,1.5,1,6,2,0,0,0.01,0,0,0,0,149900,9,1971,49,1.69019608,5,6,3,3,3,20,1.653212514,0
NAmes,1363,0,0,0,715,1,715,1281,457,1738,0,0,2,0,4,2,1,7,1,55,0,0.01,0,0,0,0,104900,11,1920,100,2,4,4,3,4,3,18,1.531478917,0
NAmes,1372,1,831,0,161,1,992,1661,0,1661,1,0,1,0,3,1,1,8,1,0,28,1.447158031,0,0,178,0,165500,8,1955,65,1.812913357,6,6,3,3,4,22,1.72427587,178
NAmes,1382,1,865,0,340,1,1205,2117,0,2117,0,0,2,1,4,2.5,1,7,2,0,42,1.62324929,0,0,0,0,237500,9,1970,50,1.698970004,6,7,3,3,3,22,1.755874856,0
NAmes,1392,0,0,0,1584,1,1584,1584,0,1584,0,0,2,0,4,2,2,8,3,0,152,2.181843588,0,0,0,0,124000,12,1967,53,1.72427587,5,5,3,3,3,19,1.602059991,0
NAmes,1393,1,769,0,95,1,864,900,0,900,1,0,1,0,3,1,1,6,1,175,144,2.158362492,0,0,0,0,123000,8,1967,53,1.72427587,5,5,3,3,3,19,1.602059991,0
NAmes,1399,1,180,352,676,1,1208,1136,768,1904,1,0,1,1,3,1.5,1,7,1,0,0,0.01,168,0,0,0,138000,6,1950,70,1.84509804,5,4,3,3,3,18,1.544068044,168
NAmes,1412,1,120,0,736,1,856,1112,556,1668,0,0,1,1,3,1.5,1,6,1,0,0,0.01,0,0,0,0,140000,9,1950,70,1.84509804,6,8,3,4,3,24,1.819543936,0
NAmes,1413,0,0,0,0,0,0,1040,0,1040,0,0,2,0,2,2,2,6,2,0,0,0.01,0,0,0,0,90000,16,1949,71,1.851258349,4,5,3,3,3,18,1.544068044,0
NAmes,1419,1,25,872,247,1,1144,1144,0,1144,1,0,1,1,3,1.5,1,6,1,0,88,1.944482672,0,0,0,0,124000,7,1963,57,1.755874856,5,5,3,3,3,19,1.602059991,0
NAmes,1425,1,457,374,193,1,1024,1344,0,1344,1,0,1,0,2,1,1,6,1,316,28,1.447158031,0,0,0,0,144000,7,1958,62,1.792391689,5,5,3,3,3,19,1.602059991,0
NAmes,1426,0,0,0,1252,1,1252,1252,0,1252,0,0,1,0,3,1,1,7,2,0,39,1.591064607,0,0,0,0,142000,12,1959,61,1.785329835,6,6,4,3,4,23,1.748188027,0
NAmes,1428,1,580,0,333,1,913,1048,510,1558,1,0,1,1,3,1.5,1,6,1,0,0,0.01,0,0,0,0,140000,8,1945,75,1.875061263,5,6,3,3,3,20,1.653212514,0
NAmes,1436,0,0,0,1319,1,1319,1537,0,1537,1,0,1,1,3,1.5,1,7,2,0,36,1.556302501,0,0,0,0,174000,10,1962,58,1.763427994,6,9,4,4,4,27,1.892094603,0
NAmes,1437,1,616,0,248,1,864,864,0,864,0,0,1,0,3,1,1,5,2,0,0,0.01,0,0,0,0,120500,11,1971,49,1.69019608,4,6,3,3,3,19,1.591064607,0
NAmes,1451,0,0,0,896,1,896,896,896,1792,0,0,2,2,4,3,2,8,0,32,45,1.653212514,0,0,0,0,136000,10,1974,46,1.662757832,5,5,3,3,3,19,1.602059991,0
NAmes,1459,1,49,1029,0,1,1078,1078,0,1078,1,0,1,0,2,1,1,5,1,366,0,0.01,112,0,0,0,142125,8,1950,70,1.84509804,5,6,3,3,4,21,1.672097858,112
NoRidge,5,1,655,0,490,1,1145,1145,1053,2198,1,0,2,1,4,2.5,1,9,3,192,84,1.924279286,0,0,0,0,250000,6,2000,20,1.301029996,8,5,4,3,4,24,1.77815125,0
NoRidge,86,0,0,0,1288,1,1288,1301,1116,2417,0,0,2,1,4,2.5,1,9,2,127,82,1.913813852,0,0,0,0,260000,9,1991,29,1.462397998,8,5,4,3,4,24,1.77815125,0
NoRidge,227,1,565,0,638,1,1203,1214,1306,2520,0,0,2,1,4,2.5,1,9,3,224,114,2.056904851,0,0,0,0,290000,7,1995,25,1.397940009,7,5,4,3,4,23,1.740362689,0
NoRidge,232,1,689,0,773,1,1462,1490,1304,2794,1,0,2,1,4,2.5,1,9,3,0,146,2.164352856,202,0,0,0,403000,6,1995,25,1.397940009,8,5,4,3,5,25,1.792391689,202
NoRidge,273,1,524,0,628,1,1152,1164,1106,2270,0,0,2,1,4,2.5,1,9,3,132,57,1.755874856,0,0,0,0,290000,7,1999,21,1.322219295,8,7,4,3,4,26,1.880813592,0
NoRidge,319,1,987,0,360,1,1347,1372,1274,2646,1,0,2,1,4,2.5,1,9,3,340,60,1.77815125,144,0,0,0,260000,5,1993,27,1.431363764,7,5,4,3,4,23,1.740362689,144
NoRidge,360,1,956,0,130,1,1086,1086,838,1924,1,0,2,1,3,2.5,1,7,2,208,75,1.875061263,0,0,374,0,280000,5,1998,22,1.342422681,8,5,4,3,4,24,1.77815125,374
NoRidge,404,0,0,0,1141,1,1141,1165,1098,2263,0,0,2,1,4,2.5,1,10,2,144,123,2.089905111,0,0,0,0,258000,9,1998,22,1.342422681,8,5,4,3,4,24,1.77815125,0
NoRidge,424,1,986,0,484,1,1470,1470,1160,2630,1,0,2,1,4,2.5,1,8,3,0,66,1.819543936,0,0,0,0,315000,7,1998,22,1.342422681,8,5,4,3,4,24,1.77815125,0
NoRidge,497,1,1231,0,1969,1,3200,3228,0,3228,1,0,3,0,4,3,1,10,2,264,75,1.875061263,291,0,0,0,430000,7,1992,28,1.447158031,8,5,4,3,4,24,1.77815125,291
NoRidge,518,0,0,0,1264,1,1264,1277,1067,2344,0,0,2,1,3,2.5,1,7,3,220,0,0.01,0,0,0,0,265000,10,1996,24,1.380211242,7,5,4,3,4,23,1.740362689,0
NoRidge,525,1,719,0,660,1,1379,1383,1015,2398,1,0,2,1,3,2.5,1,8,3,239,60,1.77815125,0,0,0,0,315750,6,1996,24,1.380211242,7,5,4,3,4,23,1.740362689,0
NoRidge,542,0,0,0,969,1,969,997,1288,2285,0,0,2,1,4,2.5,1,8,3,0,56,1.748188027,0,0,0,0,248000,10,2000,20,1.301029996,8,5,4,3,4,24,1.77815125,0
NoRidge,565,1,728,0,367,1,1095,1166,1129,2295,1,0,2,1,4,2.5,1,9,2,0,40,1.602059991,0,0,0,0,268000,7,1992,28,1.447158031,7,5,4,3,4,23,1.740362689,0
NoRidge,655,1,1696,0,413,1,2109,2113,0,2113,1,0,2,1,2,2.5,1,7,3,236,46,1.662757832,0,0,0,0,350000,7,1995,25,1.397940009,8,6,4,4,4,26,1.857332496,0
NoRidge,662,1,1361,180,88,1,1629,1686,762,2448,1,0,2,1,4,2.5,1,8,3,517,76,1.880813592,0,0,0,0,402000,5,1994,26,1.414973348,8,7,4,3,4,26,1.880813592,0
NoRidge,685,0,0,0,1195,1,1195,1195,644,1839,0,0,2,1,4,2.5,1,7,2,0,81,1.908485019,0,0,0,0,221000,10,1998,22,1.342422681,7,5,4,3,3,22,1.72427587,0
NoRidge,692,1,1455,0,989,1,2444,2444,1872,4316,0,1,3,1,4,3.5,1,10,3,382,50,1.698970004,0,0,0,0,755000,6,1994,26,1.414973348,10,6,5,3,5,29,1.929418926,0
NoRidge,719,1,1173,0,138,1,1311,1325,1093,2418,1,0,2,1,3,2.5,1,9,3,250,154,2.187520721,216,0,0,0,341000,5,1993,27,1.431363764,7,5,4,3,4,23,1.740362689,216
NoRidge,749,1,919,0,801,1,1720,1720,0,1720,1,0,2,0,3,2,1,7,2,240,56,1.748188027,154,0,0,0,260400,7,1996,24,1.380211242,7,5,4,3,4,23,1.740362689,154
NoRidge,760,1,56,64,1198,1,1318,1328,1203,2531,0,0,2,1,4,2.5,1,9,3,222,98,1.991226076,0,0,0,0,290000,6,1995,25,1.397940009,8,5,4,3,4,24,1.77815125,0
NoRidge,764,1,1163,0,89,1,1252,1268,1097,2365,1,0,2,1,3,2.5,1,8,3,0,128,2.10720997,0,0,180,0,337000,6,1999,21,1.322219295,8,5,4,3,4,24,1.77815125,180
NoRidge,793,1,862,0,255,1,1117,1127,886,2013,1,0,2,1,3,2.5,1,8,2,180,130,2.113943352,0,0,0,0,269790,6,1996,24,1.380211242,7,5,4,3,3,22,1.72427587,0
NoRidge,982,1,854,0,371,1,1225,1276,1336,2612,1,0,2,1,4,2.5,1,8,3,250,0,0.01,0,0,0,0,336000,7,1998,22,1.342422681,8,5,4,3,4,24,1.77815125,0
NoRidge,991,1,1074,0,322,1,1396,1407,985,2392,1,0,2,1,3,2.5,1,7,3,0,70,1.84509804,0,0,0,0,348000,7,1997,23,1.361727836,8,5,4,3,4,24,1.77815125,0
NoRidge,1033,1,1012,0,326,1,1338,1352,1168,2520,1,0,2,1,5,2.5,1,10,3,209,55,1.740362689,0,0,0,0,310000,6,1993,27,1.431363764,8,7,4,4,4,27,1.903089987,0
NoRidge,1058,1,595,0,378,1,973,979,871,1850,0,0,2,1,3,2.5,1,7,2,168,98,1.991226076,0,0,0,0,248000,7,1994,26,1.414973348,7,6,4,3,4,24,1.792391689,0
NoRidge,1106,1,1032,0,431,1,1463,1500,1122,2622,1,0,2,1,3,2.5,1,9,2,186,32,1.505149978,0,0,0,0,325000,6,1994,26,1.414973348,8,5,4,3,4,24,1.77815125,0
NoRidge,1170,1,1387,0,543,1,1930,1831,1796,3627,1,0,3,1,4,3.5,1,10,3,361,76,1.880813592,0,0,0,0,625000,6,1995,25,1.397940009,10,5,4,4,4,27,1.86923172,0
NoRidge,1176,1,700,0,983,1,1683,2129,743,2872,0,0,2,1,4,2.5,1,9,2,0,33,1.51851394,0,0,0,0,285000,8,1992,28,1.447158031,8,5,4,3,4,24,1.77815125,0
NoRidge,1183,1,2096,0,300,1,2396,2411,2065,4476,1,0,3,1,4,3.5,1,10,3,171,78,1.892094603,0,0,0,555,745000,5,1996,24,1.380211242,10,5,4,3,5,27,1.857332496,0
NoRidge,1188,1,1456,0,168,1,1624,1624,0,1624,1,0,2,0,2,2,1,5,3,0,114,2.056904851,192,0,0,0,262000,8,1994,26,1.414973348,8,5,4,3,4,24,1.77815125,192
NoRidge,1257,1,1314,0,672,1,1986,1987,0,1987,1,0,2,0,2,2,1,7,2,262,36,1.556302501,0,0,0,0,301500,8,1994,26,1.414973348,8,5,4,3,4,24,1.77815125,0
NoRidge,1303,1,740,0,425,1,1165,1203,1323,2526,1,0,2,1,4,2.5,1,8,3,309,78,1.892094603,0,0,0,0,290000,6,1994,26,1.414973348,8,5,4,3,4,24,1.77815125,0
NoRidge,1313,1,482,0,971,1,1453,1453,1357,2810,0,0,2,1,4,2.5,1,9,2,500,0,0.01,0,0,0,0,302000,8,1990,30,1.477121255,8,5,4,3,4,24,1.77815125,0
NoRidge,1314,0,0,0,1393,1,1393,1422,1177,2599,0,0,2,1,4,2.5,1,10,3,668,30,1.477121255,0,0,0,0,333168,9,1999,21,1.322219295,9,5,4,3,4,25,1.812913357,0
NoRidge,1323,1,674,0,76,1,750,1061,862,1923,1,0,2,1,3,2.5,1,8,2,240,39,1.591064607,0,0,0,0,190000,6,1992,28,1.447158031,7,5,4,3,4,23,1.740362689,0
NoRidge,1354,1,816,0,1217,1,2033,2053,1185,3238,1,0,2,1,4,2.5,1,9,3,283,86,1.934498451,0,0,0,0,410000,6,1995,25,1.397940009,8,5,4,3,4,24,1.77815125,0
NoRidge,1374,1,1282,0,1351,1,2633,2633,0,2633,1,0,2,1,2,2.5,1,8,3,314,140,2.146128036,0,0,0,0,466500,7,2001,19,1.278753601,10,5,5,3,5,28,1.875061263,0
NoRidge,1418,1,781,0,503,1,1284,1310,1140,2450,1,0,2,1,3,2.5,1,7,3,0,126,2.100370545,0,0,0,0,340000,7,1998,22,1.342422681,8,5,4,3,4,24,1.77815125,0
NoRidge,1427,1,1000,0,223,1,1223,1223,904,2127,1,0,2,1,3,2.5,1,5,2,171,132,2.120573931,0,0,0,0,271000,6,1994,26,1.414973348,7,5,4,3,4,23,1.740362689,0
NPkVill,127,1,120,0,958,1,1078,958,0,958,0,0,2,0,2,2,1,5,2,0,205,2.311753861,0,0,0,0,128000,10,1976,44,1.643452676,6,5,3,3,3,20,1.653212514,0
NPkVill,196,1,566,0,289,1,855,855,601,1456,0,0,2,1,3,2.5,1,7,2,87,0,0.01,0,0,0,0,148500,8,1976,44,1.643452676,6,6,3,3,3,21,1.707570176,0
NPkVill,505,1,257,495,103,1,855,855,467,1322,0,1,2,1,3,2.5,1,6,2,260,0,0.01,0,0,0,0,147000,6,1974,46,1.662757832,6,5,3,3,3,20,1.653212514,0
NPkVill,551,1,559,0,510,1,1069,1069,0,1069,0,0,2,0,2,2,1,4,2,0,55,1.740362689,0,0,200,0,140000,9,1977,43,1.633468456,6,6,3,3,3,21,1.707570176,200
NPkVill,676,1,311,0,544,1,855,855,586,1441,0,0,2,1,3,2.5,1,7,2,28,0,0.01,0,0,0,0,148500,8,1978,42,1.62324929,6,6,3,3,3,21,1.707570176,0
NPkVill,963,1,556,0,248,1,804,804,744,1548,1,0,2,1,3,2.5,1,7,2,48,0,0.01,0,0,0,0,155000,7,1976,44,1.643452676,6,6,3,3,4,22,1.72427587,0
NPkVill,1161,1,311,0,544,1,855,855,601,1456,0,0,2,1,3,2.5,1,7,2,26,0,0.01,0,0,0,0,146000,8,1978,42,1.62324929,6,5,3,3,3,20,1.653212514,0
NPkVill,1422,1,360,0,709,1,1069,1069,0,1069,0,0,2,0,2,2,1,4,2,0,55,1.740362689,0,0,165,0,127500,9,1977,43,1.633468456,6,5,3,3,3,20,1.653212514,165
NPkVill,1432,1,958,0,0,1,958,958,0,958,0,0,2,0,2,2,1,5,2,0,60,1.77815125,0,0,0,0,143750,11,1976,44,1.643452676,6,6,3,3,3,21,1.707570176,0
NridgHt,12,1,998,0,177,1,1175,1182,1142,2324,1,0,3,0,4,3,1,11,3,147,21,1.322219295,0,0,0,0,345000,7,2005,15,1.176091259,9,5,5,3,5,27,1.84509804,0
NridgHt,21,0,0,0,1158,1,1158,1158,1218,2376,0,0,3,1,4,3.5,1,9,3,240,154,2.187520721,0,0,0,0,325300,9,2005,15,1.176091259,8,5,4,3,4,24,1.77815125,0
NridgHt,26,0,0,0,1566,1,1566,1600,0,1600,0,0,2,0,3,2,1,7,3,0,56,1.748188027,0,0,0,0,256300,12,2007,13,1.113943352,8,5,4,3,4,24,1.77815125,0
NridgHt,28,1,1218,0,486,1,1704,1704,0,1704,1,0,2,0,3,2,1,7,3,0,50,1.698970004,0,0,0,0,306000,9,2007,13,1.113943352,8,5,4,3,4,24,1.77815125,0
